name,discountPrice,oldPrice,discount,image,rating,category,merchant
Type C Adapter Extension Plug Power Adaptor With 3 USB Ports,"₦ 15,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/4372771/1.jpg?9954,5 out of 5(2),electronic accessories supplies,not available
Rechargeable Led Light Kit Pro LED 600 + Batteries +Stand,"₦ 46,000","₦ 200,000",77%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/4506291/1.jpg?5256,not available,electronic accessories supplies,not available
18650 3.7V Rechargeable Lithium-ion Battery - 2Pcs,"₦ 3,300","₦ 6,000",45%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/953127/1.jpg?1871,not available,electronic accessories supplies,not available
4Pcs 6.5mm Jack Adapter Male To Male Audio Cable 1.5m,"₦ 6,500","₦ 7,000",7%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/3540202/1.jpg?9372,5 out of 5(1),electronic accessories supplies,not available
Aux Extension Cable Audio 3.5Mm Jack Male To Female,"₦ 2,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/4186002/1.jpg?3958,5 out of 5(1),electronic accessories supplies,not available
WIICES 500VA 12v Inverter With Inbuilt Charger- 500WATT,"₦ 40,000","₦ 70,000",43%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/3577491/1.jpg?3390,3.7 out of 5(3),electronic accessories supplies,not available
Video  CAMERA Light YN 216,"₦ 65,000","₦ 75,000",13%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/478965/1.jpg?9494,5 out of 5(1),electronic accessories supplies,not available
TCL REPLACEMENT TCL REMOTE  SMART,"₦ 3,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/107777/1.jpg?4416,not available,electronic accessories supplies,not available
Rgb 18 INCHES RGB RINGLIGHT,"₦ 33,850","₦ 45,500",26%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/5925512/1.jpg?7011,5 out of 5(1),electronic accessories supplies,not available
Solar 1000watts Power Inverter With Inbult Charger,"₦ 30,900",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/5669451/1.jpg?1704,not available,electronic accessories supplies,not available
Waterproof Day/Night Vision10000M Binocular Telescope,"₦ 30,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/0202362/1.jpg?5990,not available,electronic accessories supplies,not available
915 Generation Cleaning Tool Kits for Computer Camera Mechanical Keyboard,"₦ 9,477","₦ 16,592",43%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/1861332/1.jpg?7443,not available,electronic accessories supplies,not available
Replacement Cable Extension Cords For Sony Wh-1000xm4,"₦ 9,069","₦ 18,138",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/9327061/1.jpg?2111,not available,electronic accessories supplies,not available
HDMI Extender Female To Female Adapter Coupler Connectors HDMI Extention Converter For HDTV 1080P HDMI Cables Extend( ),"₦ 2,499",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/408617/1.jpg?9425,5 out of 5(1),electronic accessories supplies,not available
Floating Switch Original Liquid Float Switch Original,"₦ 11,800",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/1967491/1.jpg?7734,not available,electronic accessories supplies,not available
Type C To USB-C USB 3.0 Multi Port Hub Adapter Cable For Macbook Pro,"₦ 10,275","₦ 14,385",29%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/619409/1.jpg?2440,5 out of 5(1),electronic accessories supplies,not available
Apc 650VA EASY UPS,"₦ 115,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/4339231/1.jpg?2336,5 out of 5(1),electronic accessories supplies,not available
Professional 22inches RGB Ringlight + Tripod Stand Quality,"₦ 39,990","₦ 50,000",20%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/9623261/1.jpg?0103,5 out of 5(2),electronic accessories supplies,not available
3.7V Li-ion 18650 Rechargeable Battery - 5 Pcs,"₦ 4,700","₦ 5,000",6%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/083867/1.jpg?1445,4.3 out of 5(3),electronic accessories supplies,not available
Wired Stereo Bass Gaming Headset Headphone with Microphone-,"₦ 6,073","₦ 12,146",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/209638/1.jpg?1847,4 out of 5(5),electronic accessories supplies,not available
Cr 1632 Lithium Cell 3volts Battery..,"₦ 4,500","₦ 9,000",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/102476/1.jpg?4140,4 out of 5(2),electronic accessories supplies,not available
100%  Genuine Original Smart Android Tv Box MXQ PRO 5G 4K+Wireless Keyboard,"₦ 43,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/314608/1.jpg?5130,3.5 out of 5(14),electronic accessories supplies,not available
Automatic Voltage Guard AC Fridge Surge Protector 30Amps,"₦ 15,500","₦ 19,000",18%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/2816612/1.jpg?2435,4 out of 5(2),electronic accessories supplies,not available
Bull 3000W 5 Outlet Extension Socket Surge Protector Overload Protection,"₦ 11,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/0109552/1.jpg?1062,not available,electronic accessories supplies,not available
"Fujifilm Instax Mini Film, 20 Shots","₦ 43,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/082532/1.jpg?3570,3.9 out of 5(25),electronic accessories supplies,not available
6 In 1 Vlogging Professional YouTube Video Making Kit,"₦ 17,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/6385891/1.jpg?3807,4 out of 5(1),electronic accessories supplies,not available
White Backgrounds Backdrops For Photo Studio - 5 X 11 Feet,"₦ 9,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/243667/1.jpg?2646,5 out of 5(2),electronic accessories supplies,not available
Lightning To HDMI / VGA / AV Adapter For IPhones/iPad/iPod,"₦ 16,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/312626/1.jpg?8765,4.5 out of 5(2),electronic accessories supplies,not available
Renata SR621SW  1.5V 364 Watch Battery Button Coin Cell,"₦ 2,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/8847431/1.jpg?1108,not available,electronic accessories supplies,not available
Camera Lens Shield  Protector For IPhone 13/13 Mini,"₦ 3,400","₦ 3,999",15%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/4514041/1.jpg?5134,3 out of 5(1),electronic accessories supplies,not available
Professional Camera Bag For DSLR Camera Canon,"₦ 45,000","₦ 55,000",18%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/7832201/1.jpg?5620,not available,electronic accessories supplies,not available
Adjustable Wig Stand Mannequin Tripod For Hairdressing Training,"₦ 12,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/105857/1.jpg?1886,5 out of 5(1),electronic accessories supplies,not available
35W PD Adapter Iphone Charger Head  2 USB C Adapter,"₦ 4,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/6405912/1.jpg?5993,not available,electronic accessories supplies,not available
Hohem ISteady M6 3-Axis Smartphone Gimbal Stabilizer,"₦ 147,040","₦ 294,080",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/4381822/1.jpg?1215,5 out of 5(2),electronic accessories supplies,not available
Microphone Extension - 5 Channel Mic Extension,"₦ 5,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/3397101/1.jpg?7503,3 out of 5(4),electronic accessories supplies,not available
Geekria Ear Pads For Sony WH-XB900N Headphones,"₦ 5,693",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/3303901/1.jpg?7547,not available,electronic accessories supplies,not available
10inch Led Ring Light + 160cm Long Tripod Stand Mobile,"₦ 9,500","₦ 20,000",53%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/5157301/1.jpg?7265,3 out of 5(2),electronic accessories supplies,not available
13Inches RGB Ringlight + Tripod Stand,"₦ 16,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/3661341/1.jpg?7693,not available,electronic accessories supplies,not available
Panasonic New Replacement Air Conditioner Remote Control Fit For Panasonic,"₦ 3,500","₦ 5,000",30%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/637265/1.jpg?3418,not available,electronic accessories supplies,not available
2000watts Power Inverter With Inbuilt 20amps Charger,"₦ 47,600",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/9042831/1.jpg?0724,4.5 out of 5(2),electronic accessories supplies,not available
Reliable Tripod Stand For Phones And Camera,"₦ 15,900","₦ 30,000",47%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/5273621/1.jpg?9726,not available,electronic accessories supplies,not available
For Samsung Galaxy Buds Live / Buds 2 / Buds Pro Case,"₦ 3,960","₦ 5,657",30%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/4537402/1.jpg?1526,not available,electronic accessories supplies,not available
Blue Gate Uninterrupted Power Supply UPS 1530VA,"₦ 115,990","₦ 125,990",8%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/268217/1.jpg?2758,not available,electronic accessories supplies,not available
Vico 3WAY VICO EXTENSION SOCKET  WITH LONG WIRE,"₦ 15,999",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/019552/1.jpg?7754,4.5 out of 5(2),electronic accessories supplies,not available
Dstv LATEST DSTV HD Decoder Remote,"₦ 3,700",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/9673821/1.jpg?2739,not available,electronic accessories supplies,not available
HPCI (High Performance Compartible Ink) 61 Black Ink Advantage Printer Cartridge,"₦ 12,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/9849691/1.jpg?1114,5 out of 5(1),electronic accessories supplies,not available
Africa Hot Sale Cheap Tempered Glass Tv Stand Tv Table,"₦ 55,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/9619152/1.jpg?6409,not available,electronic accessories supplies,not available
Panasonic CR123A 3V Lithium Photo Battery - 5 Pieces,"₦ 13,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/2156722/1.jpg?1537,not available,electronic accessories supplies,not available
Camera Lens Shield  Protector For IPhone 12 Pro Max,"₦ 2,999","₦ 10,000",70%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/9148531/1.jpg?9028,5 out of 5(1),electronic accessories supplies,not available
Duracell 2032 3V Lithium Coin Battery,"₦ 9,995",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/788968/1.jpg?4220,not available,electronic accessories supplies,not available
Decorative Led Starry Night Rotating Projector Light / Lamp,"₦ 6,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/952987/1.jpg?8923,3.7 out of 5(19),electronic accessories supplies,not available
Double Layer DVD/Decoder Wall Mount Hanger - - - BLACK,"₦ 7,842","₦ 9,000",13%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/279904/1.jpg?2859,4.5 out of 5(4),electronic accessories supplies,not available
WIICES 500VA 12v Inverter With Inbuilt Charger- 500WATT,"₦ 35,000","₦ 70,000",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/8567491/1.jpg?5128,4 out of 5(7),electronic accessories supplies,not available
Universal Tv Remote Control For Lg Smart Tv An-Mr18ba Sk800,"₦ 14,341","₦ 19,682",27%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/6298931/1.jpg?4633,5 out of 5(1),electronic accessories supplies,not available
Monopoly + Scrabble + Ludo + Chess Board Game +Dart Board- ( 5 In 1),"₦ 29,899",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/1096061/1.jpg?0207,5 out of 5(1),electronic accessories supplies,not available
Logitech H390 USB Headset & Noise-canceling Microphone,"₦ 37,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/1513331/1.jpg?3180,not available,electronic accessories supplies,not available
Sony CR2032 Battery 3v Lithium Battery - 1 Pack,"₦ 2,950",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/0540752/1.jpg?9739,not available,electronic accessories supplies,not available
Blue Gate Uninterrupted Power Supply 2000VA UPS 2KVA,"₦ 164,990","₦ 169,990",3%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/668217/1.jpg?8605,5 out of 5(1),electronic accessories supplies,not available
Excellent Quality 305M RG59 & Power Pro Coaxial Cable For CCTV Camera,"₦ 65,000","₦ 100,000",35%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/283867/1.jpg?8441,not available,electronic accessories supplies,not available
500 Watt Inverter Without Charger,"₦ 18,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/033854/1.jpg?5964,5 out of 5(3),electronic accessories supplies,not available
Kingjoy VT-1500 Professional Tripod For DSLR And Video Camera,"₦ 41,550","₦ 45,650",9%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/9395212/1.jpg?5145,not available,electronic accessories supplies,not available
Ultra-soft Foam Earpads Replacement Sponge Cushion  For Beats Studio 2 3 For Beats Solo 3 2 Wireless Bluetooth Headphone,"₦ 29,900","₦ 51,551",42%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/2564331/1.jpg?7729,not available,electronic accessories supplies,not available
Mini Cctv IP Camera Clock 1080P Alarm Motion Detection WiFi,"₦ 45,000","₦ 80,000",44%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/951618/1.jpg?4846,5 out of 5(1),electronic accessories supplies,not available
